input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part1_of_4_token_ar1_cl512_1_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
43040870282,INIT,490197,US,NETRUN,ROOT,null
43040870282,INIT,229867,US,BACKEND,ROOT,RPC (load binary) time
43040870282,INIT,229258,US,BACKEND,ROOT,QNN accelerator (load binary) time
43040870282,INIT,28559,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,21369,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,21447,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,26997,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,19301,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,19235,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,25950,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,19189,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,19176,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,26064,US,BACKEND,ROOT,Accelerator (load binary) time
43040870282,INIT,490158,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
43041223997,DE-INIT,276682,US,NETRUN,ROOT,null
43041223997,DE-INIT,3795,US,BACKEND,ROOT,RPC (deinit) time
43041223997,DE-INIT,3136,US,BACKEND,ROOT,QNN Accelerator (deinit) time
43041223997,DE-INIT,300,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,214,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,238,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,248,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,238,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,277,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,331,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,226,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,229,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,734,US,BACKEND,ROOT,Accelerator (deinit) time
43041223997,DE-INIT,276669,US,BACKEND,ROOT,QNN (deinit) time
43040913374,EXECUTE,2997,US,NETRUN,ROOT,Graph 0: token_ar1_cl512_1_of_4
43040913374,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43040913374,EXECUTE,1751,US,BACKEND,ROOT,RPC (execute) time
43040913374,EXECUTE,1194,US,BACKEND,ROOT,QNN accelerator (execute) time
43040913374,EXECUTE,1139,US,BACKEND,ROOT,Accelerator (execute) time
43040913374,EXECUTE,17,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43040913374,EXECUTE,2981,US,BACKEND,ROOT,QNN (execute) time
