input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part4_of_4_token_ar1_cl512_4_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
43080608859,INIT,1871999,US,NETRUN,ROOT,null
43080608859,INIT,1263817,US,BACKEND,ROOT,RPC (load binary) time
43080608859,INIT,1248188,US,BACKEND,ROOT,QNN accelerator (load binary) time
43080608859,INIT,140776,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,92917,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,117520,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,96189,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,133965,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,119507,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,110251,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,176792,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,159570,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,97350,US,BACKEND,ROOT,Accelerator (load binary) time
43080608859,INIT,1871955,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
43083977748,DE-INIT,484250,US,NETRUN,ROOT,null
43083977748,DE-INIT,4748,US,BACKEND,ROOT,RPC (deinit) time
43083977748,DE-INIT,3831,US,BACKEND,ROOT,QNN Accelerator (deinit) time
43083977748,DE-INIT,392,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,273,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,307,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,422,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,367,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,275,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,268,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,283,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,276,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,843,US,BACKEND,ROOT,Accelerator (deinit) time
43083977748,DE-INIT,484231,US,BACKEND,ROOT,QNN (deinit) time
43080914514,EXECUTE,47698,US,NETRUN,ROOT,Graph 0: token_ar1_cl512_4_of_4
43080914514,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43080914514,EXECUTE,45642,US,BACKEND,ROOT,RPC (execute) time
43080914514,EXECUTE,44961,US,BACKEND,ROOT,QNN accelerator (execute) time
43080914514,EXECUTE,44765,US,BACKEND,ROOT,Accelerator (execute) time
43080914514,EXECUTE,43583,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43080914514,EXECUTE,47673,US,BACKEND,ROOT,QNN (execute) time
43081006001,EXECUTE,45235,US,NETRUN,ROOT,Graph 0: token_ar1_cl512_4_of_4
43081006001,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
