input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part2_of_4_prompt_ar128_cl512_2_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
43043345831,INIT,1375067,US,NETRUN,ROOT,null
43043345831,INIT,993747,US,BACKEND,ROOT,RPC (load binary) time
43043345831,INIT,981876,US,BACKEND,ROOT,QNN accelerator (load binary) time
43043345831,INIT,91243,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,66227,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,99208,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,90708,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,101299,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,132387,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,88921,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,101075,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,73312,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,134403,US,BACKEND,ROOT,Accelerator (load binary) time
43043345831,INIT,1375021,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
43048453026,DE-INIT,346549,US,NETRUN,ROOT,null
43048453026,DE-INIT,3952,US,BACKEND,ROOT,RPC (deinit) time
43048453026,DE-INIT,3205,US,BACKEND,ROOT,QNN Accelerator (deinit) time
43048453026,DE-INIT,343,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,244,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,255,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,243,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,245,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,253,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,251,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,254,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,242,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,771,US,BACKEND,ROOT,Accelerator (deinit) time
43048453026,DE-INIT,346530,US,BACKEND,ROOT,QNN (deinit) time
43043690926,EXECUTE,77064,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43043690926,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43043690926,EXECUTE,74467,US,BACKEND,ROOT,RPC (execute) time
43043690926,EXECUTE,73805,US,BACKEND,ROOT,QNN accelerator (execute) time
43043690926,EXECUTE,73587,US,BACKEND,ROOT,Accelerator (execute) time
43043690926,EXECUTE,72457,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43043690926,EXECUTE,77042,US,BACKEND,ROOT,QNN (execute) time
43044246067,EXECUTE,74358,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044246067,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044246067,EXECUTE,73634,US,BACKEND,ROOT,RPC (execute) time
43044246067,EXECUTE,72771,US,BACKEND,ROOT,QNN accelerator (execute) time
43044246067,EXECUTE,72537,US,BACKEND,ROOT,Accelerator (execute) time
43044246067,EXECUTE,72401,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044246067,EXECUTE,74336,US,BACKEND,ROOT,QNN (execute) time
43044325997,EXECUTE,74413,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044325997,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044325997,EXECUTE,73665,US,BACKEND,ROOT,RPC (execute) time
43044325997,EXECUTE,72831,US,BACKEND,ROOT,QNN accelerator (execute) time
43044325997,EXECUTE,72603,US,BACKEND,ROOT,Accelerator (execute) time
43044325997,EXECUTE,72474,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044325997,EXECUTE,74386,US,BACKEND,ROOT,QNN (execute) time
43044406078,EXECUTE,75276,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044406078,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044406078,EXECUTE,74094,US,BACKEND,ROOT,RPC (execute) time
43044406078,EXECUTE,73114,US,BACKEND,ROOT,QNN accelerator (execute) time
43044406078,EXECUTE,72864,US,BACKEND,ROOT,Accelerator (execute) time
43044406078,EXECUTE,72707,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044406078,EXECUTE,75255,US,BACKEND,ROOT,QNN (execute) time
43044492167,EXECUTE,75311,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044492167,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044492167,EXECUTE,73940,US,BACKEND,ROOT,RPC (execute) time
43044492167,EXECUTE,72994,US,BACKEND,ROOT,QNN accelerator (execute) time
43044492167,EXECUTE,72701,US,BACKEND,ROOT,Accelerator (execute) time
43044492167,EXECUTE,72562,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044492167,EXECUTE,75284,US,BACKEND,ROOT,QNN (execute) time
43044571917,EXECUTE,74322,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044571917,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044571917,EXECUTE,73557,US,BACKEND,ROOT,RPC (execute) time
43044571917,EXECUTE,72761,US,BACKEND,ROOT,QNN accelerator (execute) time
43044571917,EXECUTE,72514,US,BACKEND,ROOT,Accelerator (execute) time
43044571917,EXECUTE,72383,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044571917,EXECUTE,74305,US,BACKEND,ROOT,QNN (execute) time
43044652186,EXECUTE,74344,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044652186,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044652186,EXECUTE,73578,US,BACKEND,ROOT,RPC (execute) time
43044652186,EXECUTE,72786,US,BACKEND,ROOT,QNN accelerator (execute) time
43044652186,EXECUTE,72551,US,BACKEND,ROOT,Accelerator (execute) time
43044652186,EXECUTE,72406,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044652186,EXECUTE,74327,US,BACKEND,ROOT,QNN (execute) time
43044732306,EXECUTE,74240,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044732306,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044732306,EXECUTE,73568,US,BACKEND,ROOT,RPC (execute) time
43044732306,EXECUTE,72772,US,BACKEND,ROOT,QNN accelerator (execute) time
43044732306,EXECUTE,72547,US,BACKEND,ROOT,Accelerator (execute) time
43044732306,EXECUTE,72418,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044732306,EXECUTE,74225,US,BACKEND,ROOT,QNN (execute) time
43044814243,EXECUTE,74291,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044814243,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044814243,EXECUTE,73552,US,BACKEND,ROOT,RPC (execute) time
43044814243,EXECUTE,72740,US,BACKEND,ROOT,QNN accelerator (execute) time
43044814243,EXECUTE,72502,US,BACKEND,ROOT,Accelerator (execute) time
43044814243,EXECUTE,72371,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044814243,EXECUTE,74275,US,BACKEND,ROOT,QNN (execute) time
43044894225,EXECUTE,74573,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044894225,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044894225,EXECUTE,73840,US,BACKEND,ROOT,RPC (execute) time
43044894225,EXECUTE,73018,US,BACKEND,ROOT,QNN accelerator (execute) time
43044894225,EXECUTE,72776,US,BACKEND,ROOT,Accelerator (execute) time
43044894225,EXECUTE,72342,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044894225,EXECUTE,74554,US,BACKEND,ROOT,QNN (execute) time
43044974361,EXECUTE,74346,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43044974361,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43044974361,EXECUTE,73610,US,BACKEND,ROOT,RPC (execute) time
43044974361,EXECUTE,72804,US,BACKEND,ROOT,QNN accelerator (execute) time
43044974361,EXECUTE,72579,US,BACKEND,ROOT,Accelerator (execute) time
43044974361,EXECUTE,72452,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43044974361,EXECUTE,74333,US,BACKEND,ROOT,QNN (execute) time
43045053729,EXECUTE,74209,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_2_of_4
43045053729,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43045053729,EXECUTE,73499,US,BACKEND,ROOT,RPC (execute) time
43045053729,EXECUTE,72727,US,BACKEND,ROOT,QNN accelerator (execute) time
43045053729,EXECUTE,72498,US,BACKEND,ROOT,Accelerator (execute) time
43045053729,EXECUTE,72371,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
