input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part1_of_4_prompt_ar128_cl4096_1_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
42880829171,INIT,507797,US,NETRUN,ROOT,null
42880829171,INIT,229736,US,BACKEND,ROOT,RPC (load binary) time
42880829171,INIT,229226,US,BACKEND,ROOT,QNN accelerator (load binary) time
42880829171,INIT,29897,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,21368,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,21366,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,26795,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,19210,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,19190,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,26134,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,19195,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,19184,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,24987,US,BACKEND,ROOT,Accelerator (load binary) time
42880829171,INIT,507759,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
42881182023,DE-INIT,237380,US,NETRUN,ROOT,null
42881182023,DE-INIT,3777,US,BACKEND,ROOT,RPC (deinit) time
42881182023,DE-INIT,3124,US,BACKEND,ROOT,QNN Accelerator (deinit) time
42881182023,DE-INIT,287,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,217,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,247,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,250,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,242,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,294,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,312,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,225,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,230,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,723,US,BACKEND,ROOT,Accelerator (deinit) time
42881182023,DE-INIT,237360,US,BACKEND,ROOT,QNN (deinit) time
42880862909,EXECUTE,2991,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl4096_1_of_4
42880862909,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42880862909,EXECUTE,1671,US,BACKEND,ROOT,RPC (execute) time
42880862909,EXECUTE,1231,US,BACKEND,ROOT,QNN accelerator (execute) time
42880862909,EXECUTE,1173,US,BACKEND,ROOT,Accelerator (execute) time
42880862909,EXECUTE,91,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42880862909,EXECUTE,2980,US,BACKEND,ROOT,QNN (execute) time
42880912377,EXECUTE,757,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl4096_1_of_4
42880912377,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42880912377,EXECUTE,656,US,BACKEND,ROOT,RPC (execute) time
42880912377,EXECUTE,149,US,BACKEND,ROOT,QNN accelerator (execute) time
42880912377,EXECUTE,113,US,BACKEND,ROOT,Accelerator (execute) time
42880912377,EXECUTE,68,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42880912377,EXECUTE,744,US,BACKEND,ROOT,QNN (execute) time
42880913005,EXECUTE,578,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl4096_1_of_4
42880913005,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42880913005,EXECUTE,546,US,BACKEND,ROOT,RPC (execute) time
42880913005,EXECUTE,136,US,BACKEND,ROOT,QNN accelerator (execute) time
42880913005,EXECUTE,104,US,BACKEND,ROOT,Accelerator (execute) time
42880913005,EXECUTE,67,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42880913005,EXECUTE,576,US,BACKEND,ROOT,QNN (execute) time
42880913630,EXECUTE,576,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl4096_1_of_4
42880913630,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42880913630,EXECUTE,556,US,BACKEND,ROOT,RPC (execute) time
42880913630,EXECUTE,136,US,BACKEND,ROOT,QNN accelerator (execute) time
42880913630,EXECUTE,105,US,BACKEND,ROOT,Accelerator (execute) time
