input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part1_of_4_token_ar1_cl3072_1_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
43195742053,INIT,489618,US,NETRUN,ROOT,null
43195742053,INIT,235400,US,BACKEND,ROOT,RPC (load binary) time
43195742053,INIT,234761,US,BACKEND,ROOT,QNN accelerator (load binary) time
43195742053,INIT,28083,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,21359,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,21435,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,27241,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,19202,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,19192,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,25874,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,19200,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,19277,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,31882,US,BACKEND,ROOT,Accelerator (load binary) time
43195742053,INIT,489567,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
43196055967,DE-INIT,246440,US,NETRUN,ROOT,null
43196055967,DE-INIT,3830,US,BACKEND,ROOT,RPC (deinit) time
43196055967,DE-INIT,3171,US,BACKEND,ROOT,QNN Accelerator (deinit) time
43196055967,DE-INIT,309,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,217,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,242,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,245,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,243,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,277,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,329,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,225,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,251,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,732,US,BACKEND,ROOT,Accelerator (deinit) time
43196055967,DE-INIT,246426,US,BACKEND,ROOT,QNN (deinit) time
43195775121,EXECUTE,2999,US,NETRUN,ROOT,Graph 0: token_ar1_cl3072_1_of_4
43195775121,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43195775121,EXECUTE,1689,US,BACKEND,ROOT,RPC (execute) time
43195775121,EXECUTE,1149,US,BACKEND,ROOT,QNN accelerator (execute) time
43195775121,EXECUTE,1094,US,BACKEND,ROOT,Accelerator (execute) time
43195775121,EXECUTE,16,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43195775121,EXECUTE,2989,US,BACKEND,ROOT,QNN (execute) time
43195779959,EXECUTE,647,US,NETRUN,ROOT,Graph 0: token_ar1_cl3072_1_of_4
43195779959,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43195779959,EXECUTE,603,US,BACKEND,ROOT,RPC (execute) time
43195779959,EXECUTE,83,US,BACKEND,ROOT,QNN accelerator (execute) time
43195779959,EXECUTE,48,US,BACKEND,ROOT,Accelerator (execute) time
43195779959,EXECUTE,6,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43195779959,EXECUTE,638,US,BACKEND,ROOT,QNN (execute) time
43195780572,EXECUTE,536,US,NETRUN,ROOT,Graph 0: token_ar1_cl3072_1_of_4
43195780572,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43195780572,EXECUTE,521,US,BACKEND,ROOT,RPC (execute) time
43195780572,EXECUTE,72,US,BACKEND,ROOT,QNN accelerator (execute) time
43195780572,EXECUTE,41,US,BACKEND,ROOT,Accelerator (execute) time
43195780572,EXECUTE,5,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
