input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part2_of_4_prompt_ar128_cl1024_2_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
43089621911,INIT,1453218,US,NETRUN,ROOT,null
43089621911,INIT,997084,US,BACKEND,ROOT,RPC (load binary) time
43089621911,INIT,983638,US,BACKEND,ROOT,QNN accelerator (load binary) time
43089621911,INIT,94795,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,68690,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,91473,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,90705,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,100423,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,133970,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,86944,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,102371,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,74098,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,137067,US,BACKEND,ROOT,Accelerator (load binary) time
43089621911,INIT,1453174,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
43095554620,DE-INIT,328724,US,NETRUN,ROOT,null
43095554620,DE-INIT,3961,US,BACKEND,ROOT,RPC (deinit) time
43095554620,DE-INIT,3179,US,BACKEND,ROOT,QNN Accelerator (deinit) time
43095554620,DE-INIT,330,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,247,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,253,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,252,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,245,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,255,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,246,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,258,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,239,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,753,US,BACKEND,ROOT,Accelerator (deinit) time
43095554620,DE-INIT,328707,US,BACKEND,ROOT,QNN (deinit) time
43089992595,EXECUTE,88317,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl1024_2_of_4
43089992595,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43089992595,EXECUTE,84613,US,BACKEND,ROOT,RPC (execute) time
43089992595,EXECUTE,83829,US,BACKEND,ROOT,QNN accelerator (execute) time
43089992595,EXECUTE,83603,US,BACKEND,ROOT,Accelerator (execute) time
43089992595,EXECUTE,82406,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
43089992595,EXECUTE,88292,US,BACKEND,ROOT,QNN (execute) time
43090583265,EXECUTE,84512,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl1024_2_of_4
43090583265,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
43090583265,EXECUTE,83327,US,BACKEND,ROOT,RPC (execute) time
