input log file location, C:\Users\qc_de\AppData\Local\Temp\quad-bench\out\part2_of_4_token_ar1_cl4096_2_of_4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.32.6.250402152434_116405
qnn-net-run version, v2.32.6.250402152434_116405
Backend version, v2.45.0.260326154327
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
42898844760,INIT,1392362,US,NETRUN,ROOT,null
42898844760,INIT,1002194,US,BACKEND,ROOT,RPC (load binary) time
42898844760,INIT,988285,US,BACKEND,ROOT,QNN accelerator (load binary) time
42898844760,INIT,93302,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,66770,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,98472,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,91559,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,100562,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,138084,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,87475,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,101182,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,71286,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,136234,US,BACKEND,ROOT,Accelerator (load binary) time
42898844760,INIT,1392328,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
42905627806,DE-INIT,330906,US,NETRUN,ROOT,null
42905627806,DE-INIT,3999,US,BACKEND,ROOT,RPC (deinit) time
42905627806,DE-INIT,3136,US,BACKEND,ROOT,QNN Accelerator (deinit) time
42905627806,DE-INIT,326,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,241,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,249,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,241,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,254,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,248,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,246,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,240,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,246,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,745,US,BACKEND,ROOT,Accelerator (deinit) time
42905627806,DE-INIT,330893,US,BACKEND,ROOT,QNN (deinit) time
42899214499,EXECUTE,70033,US,NETRUN,ROOT,Graph 0: token_ar1_cl4096_2_of_4
42899214499,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42899214499,EXECUTE,65018,US,BACKEND,ROOT,RPC (execute) time
42899214499,EXECUTE,64370,US,BACKEND,ROOT,QNN accelerator (execute) time
42899214499,EXECUTE,64171,US,BACKEND,ROOT,Accelerator (execute) time
42899214499,EXECUTE,63058,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42899214499,EXECUTE,70012,US,BACKEND,ROOT,QNN (execute) time
42899356417,EXECUTE,67717,US,NETRUN,ROOT,Graph 0: token_ar1_cl4096_2_of_4
42899356417,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42899356417,EXECUTE,64130,US,BACKEND,ROOT,RPC (execute) time
42899356417,EXECUTE,63216,US,BACKEND,ROOT,QNN accelerator (execute) time
42899356417,EXECUTE,62963,US,BACKEND,ROOT,Accelerator (execute) time
42899356417,EXECUTE,62809,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42899356417,EXECUTE,67699,US,BACKEND,ROOT,QNN (execute) time
42899479486,EXECUTE,67814,US,NETRUN,ROOT,Graph 0: token_ar1_cl4096_2_of_4
42899479486,EXECUTE,4,COUNT,BACKEND,ROOT,Number of HVX threads used
42899479486,EXECUTE,64239,US,BACKEND,ROOT,RPC (execute) time
42899479486,EXECUTE,63348,US,BACKEND,ROOT,QNN accelerator (execute) time
42899479486,EXECUTE,63126,US,BACKEND,ROOT,Accelerator (execute) time
42899479486,EXECUTE,62970,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
42899479486,EXECUTE,67796,US,BACKEND,ROOT,QNN (execute) time
